accuracy	time_pred	time_learn	time_learn2	time_learn4	alpha	acc_mcmc_this	acc_mcmc_all	acc_mcmc_all_but5	ll_mcmc_this	ll_mcmc_all	ll_mcmc_all_but5	wmu[0]	wlambda[0]	vmu[0,0]	vlambda[0,0]	vmu[0,1]	vlambda[0,1]	vmu[0,2]	vlambda[0,2]	vmu[0,3]	vlambda[0,3]	vmu[0,4]	vlambda[0,4]	vmu[0,5]	vlambda[0,5]	vmu[0,6]	vlambda[0,6]	vmu[0,7]	vlambda[0,7]
0.840289	nan	0.016	0.016897	0	0.944818	0.815674	0.840289	0.839546	0.477451	0.344531	0.345508	-0.0502208	6.9357	0.028906	11.3166	-0.0274587	13.6078	0.0328043	15.5085	0.0748697	15.1089	0.000596215	9.0229	-0.0187637	10.8842	-0.142917	8.72522	0.00438254	19.9242
0.840193	nan	0.016	0.016755	0	0.93914	0.816546	0.840193	0.839288	0.488835	0.344561	0.345539	-0.0695539	6.10243	0.0446273	10.1844	-0.0316655	10.5971	-0.0175522	19.9764	0.142148	11.2367	-0.0202447	6.9041	-0.0286203	12.8347	-0.110922	7.6535	0.0043602	14.9396
0.839837	nan	0.02	0.016903	1	0.983116	0.813639	0.839837	0.839417	0.494841	0.34461	0.345591	-0.100917	5.372	0.0527405	13.6735	-0.048088	12.6139	-0.0135877	20.5353	0.136544	13.6317	0.072737	8.26792	0.0361443	12.4228	-0.103562	6.65276	-0.048043	16.8455
0.839934	nan	0.016	0.016806	0	0.985005	0.815512	0.839934	0.839482	0.500297	0.344672	0.345655	-0.105789	6.69482	-0.0434427	7.84968	-0.0554676	10.9378	-0.0253448	14.0367	0.0674592	13.1045	0.0710962	9.72771	-0.0241742	11.7996	-0.0674139	7.30728	-0.0269061	17.6205
0.840031	nan	0.016	0.016778	0	0.976326	0.815448	0.840031	0.839579	0.475346	0.344729	0.345715	-0.107486	7.74584	-0.0127242	8.60819	-0.0801572	11.4602	-0.0312401	14.4396	0.100792	18.4212	-0.0165592	10.6894	-0.0467109	10.8241	-0.0141356	7.13985	0.0319564	14.7376
0.839837	nan	0.016	0.016794	0	0.884773	0.811765	0.839837	0.839546	0.476308	0.34477	0.345754	-0.0231638	7.77645	0.0128132	8.42919	-0.121541	9.90175	0.0395512	14.4534	0.0900076	19.659	0.0470979	10.8722	-0.030946	11.3377	0.0694202	5.85841	0.0478182	15.1508
0.839805	nan	0.016	0.016798	0	1.04266	0.812799	0.839805	0.839708	0.477873	0.344805	0.345787	-0.0672361	6.94396	-0.047917	7.81489	-0.134047	9.89457	-0.00395332	13.6782	0.0926421	11.482	0.0730582	9.8604	0.0246514	9.11585	-0.0306327	4.8197	0.0267843	17.9975
0.839708	nan	0.02	0.016807	0	0.986127	0.810182	0.839708	0.839708	0.504429	0.344861	0.345842	-0.0725198	7.30781	0.0402717	7.8382	-0.123508	10.9851	-0.00164474	9.5524	0.0927818	15.3275	-0.00799126	9.11585	-0.118886	10.8415	0.0399326	5.27431	0.0671791	14.452
0.839773	nan	0.016	0.016867	0	0.951625	0.81464	0.839773	0.839708	0.496901	0.344919	0.345901	-0.11182	7.51955	0.0147774	10.0979	-0.171078	9.43402	0.0131525	9.73153	0.101746	15.7329	0.0790654	9.13432	-0.0404215	10.4652	-0.0317905	7.30167	0.0866567	13.7812
0.839869	nan	0.016	0.01671	0	0.935646	0.813445	0.839869	0.839773	0.50334	0.344961	0.34594	-0.190081	7.1912	-0.011266	9.20834	-0.130621	9.14479	-0.0223573	10.9245	0.0471989	11.6381	0.0403579	10.0123	-0.0397496	10.2442	-0.0409069	5.91922	0.0803431	13.0519
0.83974	nan	0.02	0.01678	0	0.877609	0.817838	0.83974	0.839643	0.492807	0.344978	0.345955	-0.149985	6.27053	0.000318976	10.4854	-0.114744	11.2966	0.0662372	9.55975	0.0338804	11.5432	0.0112872	9.99396	-0.0126456	12.8714	-0.0231115	8.29628	0.094519	14.8883
0.839773	nan	0.016	0.01658	0	0.923504	0.815383	0.839773	0.83945	0.491417	0.344998	0.345972	-0.144615	5.94475	0.00623283	8.57934	-0.0520619	11.1526	-0.0546849	8.64516	0.0249795	11.3205	-0.0137411	10.4198	-0.0522076	12.9304	-0.0480195	6.91905	0.0578834	16.3285
0.83974	nan	0.016	0.01659	0	0.898625	0.813186	0.83974	0.839353	0.494562	0.345015	0.345987	-0.1397	4.77729	-0.0331938	8.71363	-0.0525482	10.2524	-0.0658375	8.12055	0.034856	11.3943	0.0433581	10.6101	-0.0212638	16.3588	-0.0230801	6.34611	0.0489414	18.3356
0.839708	nan	0.02	0.016576	0	1.04233	0.807404	0.839708	0.83945	0.512085	0.345085	0.346057	-0.199525	4.03146	-0.00588976	11.7006	-0.0656628	9.77604	-0.0404535	8.51603	0.102017	11.1179	-0.00440188	9.82114	0.0353689	13.6267	-0.00933908	7.33635	0.0425181	15.4686
0.839902	nan	0.016	0.016617	0	1.02747	0.808309	0.839902	0.839482	0.499283	0.345143	0.346113	-0.245198	4.34574	-0.017815	9.1718	-0.133343	12.0831	-0.00368059	6.69451	0.0659805	11.1896	0.0358183	8.8316	0.00360015	9.28355	-0.053241	6.4941	0.0571232	18.7972
0.839869	nan	0.016	0.016573	0	1.01005	0.810505	0.839869	0.839288	0.502421	0.345195	0.346165	-0.173095	4.26927	-0.0697087	11.4583	-0.13333	12.4392	0.0038421	5.91881	0.0454092	15.7848	-0.0419012	8.96921	-0.0111293	10.9336	-0.0277601	7.84223	0.0473046	16.4458
0.839514	nan	0.02	0.016588	0	0.992685	0.808179	0.839514	0.839482	0.51262	0.345249	0.346218	-0.164365	5.08659	-0.0848862	9.75017	-0.121237	12.0644	0.0167972	7.09423	0.110091	16.2872	-0.0459147	10.2886	-0.0149426	12.6273	-0.104007	5.31785	0.0749668	13.3023
0.839353	nan	0.016	0.016592	0	1.00833	0.807501	0.839353	0.839256	0.526985	0.345298	0.346269	-0.2566	3.95265	-0.0528818	8.98763	-0.107426	9.98786	0.0841261	7.67032	0.0773611	13.4375	-0.00654288	10.7142	-0.0445094	12.2302	-0.105233	6.74172	0.0203613	17.902
0.839546	nan	0.016	0.016637	0	0.966238	0.812476	0.839546	0.839256	0.511101	0.345357	0.346329	-0.134321	4.74357	-0.0421246	7.85173	-0.0601807	9.6735	0.120984	8.17601	0.0785358	12.0271	0.0323105	9.38806	-0.0498523	13.1903	-0.0537579	6.3958	0.00897948	12.4536
0.839708	nan	0.016	0.016606	0	1.01528	0.813057	0.839708	0.839353	0.498036	0.345409	0.346383	-0.212865	4.45538	-0.0282958	8.21578	-0.0615365	8.19793	-0.00982025	7.09254	0.0710004	14.8523	0.0468988	11.1266	0.00871398	18.8734	-0.0923357	6.9486	-0.000268999	11.9104
0.839546	nan	0.016	0.016665	0	0.939163	0.813865	0.839546	0.83932	0.497777	0.345454	0.34643	-0.115032	3.67763	-0.0863609	8.28909	-0.147546	9.02351	0.0112341	7.51946	0.113591	14.3971	-0.0483324	10.0731	0.049608	20.8602	-0.0208498	6.93343	-0.0331129	13.8652
0.839708	nan	0.016	0.016708	0	1.02334	0.817838	0.839708	0.839353	0.502732	0.345474	0.346449	-0.081335	4.77534	-0.0296555	9.18273	-0.0841163	11.7582	-0.0263193	5.87932	0.133499	22.312	-0.0644329	10.4624	0.00196154	18.2245	-0.0431357	7.83767	-0.00690676	12.4157
0.839546	nan	0.02	0.016641	0	0.955684	0.8138	0.839546	0.839482	0.522967	0.345509	0.346484	-0.138787	6.08567	0.0154116	10.0295	-0.139284	15.7853	0.048254	5.24315	0.117326	22.5173	-0.102666	15.2954	0.0132829	14.4248	-0.0995735	6.3871	-0.0418639	14.0724
0.839514	nan	0.016	0.016723	0	0.977031	0.814317	0.839514	0.839417	0.501319	0.345536	0.346513	-0.138042	5.34097	0.0597495	7.35497	-0.160493	14.7861	0.0905084	6.55544	0.12859	14.0153	-0.111427	11.3895	0.00834423	16.4255	-0.065768	6.70097	-0.0492954	14.8574
0.839514	nan	0.016	0.016822	0	0.957748	0.815965	0.839514	0.839223	0.5098	0.345588	0.346562	-0.145085	5.29732	-0.00414142	9.68176	-0.184269	13.7566	0.0646593	7.08147	0.136676	17.3	-0.079442	10.5998	-0.00532713	17.9554	-0.0838275	7.60642	-0.0365557	15.8507
0.839611	nan	0.016	0.016912	0	0.991578	0.814511	0.839611	0.839127	0.489983	0.345624	0.346599	-0.151024	5.37572	0.0652386	8.07963	-0.170095	12.5967	0.0471949	6.19535	0.136682	21.4105	-0.0467742	9.15507	0.00703324	21.1463	-0.110881	9.88433	-0.0442318	13.1387
